Wavelength(um),S001,S002,S003,S004,S005,S006,S007,S008,S009,S010,S011,S012,S013,S014,S015,S016,S017,S018,S019,S020,S021,S022,S023,S024,S025,S026,S027,S028,S029,S030,S031,S032,S033,S034,S035,S036,S037,S038,S039,S040,S041,S042,S043,S044,S045,S046,S047,S048,S049,S050,S051,S052,S053,S054,S055,S056,S057,S058,S059,S060,S061,S062,S063,S064,S065,S066,S067,S068,S069,S070,S071,S072,S073,S074,S075,S076,S077,S078,S079,S080,S081,S082,S083,S084,S085,S086,S087,S088,S089,S090,S091,S092,S093,S094,S095,S096,S097,S098,S099,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110
2.12,0.56097017,0.57096475,0.765758499,0.90701277,0.746228525,0.458899077,0.829783133,0.877190829,0.95979831,0.952994342,0.767191495,0.870825192,0.792313873,0.580412085,0.921028172,0.980959989,0.959284825,1.084650147,1.054135878,0.954888547,0.934170015,1.050332409,1.266110933,1.108244352,1.599703226,0.721122056,1.237238809,1.10291929,0.766394472,1.148571429,1.046008663,1.036478152,0.953494173,1.28608367,1.138376001,1.71068268,1.213898017,1.079429055,1.246655518,0.791306495,0.953696437,1.095752971,1.027208792,0.972726465,1.10920295,1.374188897,1.225503682,1.063492063,1.126027773,1.268536304,1.366163142,1.08776724,0.946262513,1.250840619,1.118410919,1.567848574,1.118660656,0.970741703,0.820462098,1.470710115,0.78920496,0.940325356,1.135354539,0.809060847,0.934348494,1.669195112,1.237857554,1.306536585,0.87173794,0.930938848,0.892998028,0.725969736,1.052787813,1.362834337,0.859834889,1.114803625,1.114484503,0.79613541,1.481510255,0.941765547,1.554233001,1.669217575,2.274828865,2.63238512,1.606893494,1.60302267,2.030297516,1.956564659,1.169018321,3.72207328,2.139555653,2.031143727,0.682301077,1.692427892,1.507454924,1.655913245,1.68737256,1.441152922,1.656068786,1.654023149,1.004434371,1.053849426,1.147682639,1.180535795,1.068389058,1.062703008,1.334902562,1.049704675,1.040806081,0.897254423
2.125,0.561360468,0.570810142,0.771763159,0.909671342,0.747785231,0.464809431,0.835534137,0.881498044,0.962705551,0.957335516,0.768469923,0.871035623,0.796531869,0.581523681,0.924649851,0.98462153,0.961023459,1.088047072,1.055316092,0.957741146,0.93664875,1.05315919,1.26707278,1.112231337,1.601375146,0.721565152,1.238633318,1.112535776,0.768781407,1.149700997,1.046679497,1.035034772,0.954109147,1.287708016,1.1373387,1.711630847,1.216468175,1.080383015,1.246864548,0.785132131,0.952597708,1.096775765,1.027786912,0.972089786,1.110011112,1.378454698,1.227364674,1.067602041,1.125319752,1.270072993,1.368177241,1.087124257,0.946040396,1.249495629,1.117341263,1.572647294,1.118193546,0.969960074,0.81864219,1.473723865,0.790299052,0.940768549,1.137176938,0.807539683,0.934615641,1.672987779,1.232866193,1.30204878,0.869842042,0.929671985,0.892258383,0.724104859,1.053587454,1.365074919,0.859924623,1.119335347,1.113693865,0.796210306,1.482830951,0.943785239,1.560333284,1.674099485,2.278939921,2.634573304,1.608278843,1.605877414,2.034300792,1.954096742,1.171301613,3.722520107,2.141871881,2.0356184,0.684107827,1.691646592,1.503294036,1.65717501,1.690503932,1.440695413,1.660867826,1.657509413,1.004729996,1.054019566,1.146749804,1.181362853,1.070355802,1.064397684,1.334957302,1.049216638,1.041164659,0.897193411
2.13,0.562921662,0.572871573,0.774033578,0.909378271,0.748464521,0.470304463,0.841863454,0.887894872,0.962024166,0.960502437,0.772372494,0.869742973,0.798919836,0.582476478,0.924681901,0.986086146,0.962139298,1.090594765,1.057727833,0.962007422,0.939310129,1.058001361,1.270118628,1.110948169,1.603047067,0.720440369,1.240027826,1.111276474,0.768153266,1.147906977,1.047350331,1.037593492,0.954724122,1.289332361,1.138707937,1.712579014,1.219038333,1.081336974,1.253448997,0.778957767,0.956364778,1.097798558,1.028365033,0.971453108,1.107586625,1.377974045,1.227445586,1.063066893,1.12461173,1.27314637,1.367774421,1.085195306,0.947195404,1.248150639,1.118517885,1.567581978,1.117726437,0.969938948,0.818088305,1.473535506,0.791393144,0.941889567,1.137176938,0.807208995,0.933947773,1.672987779,1.228450758,1.302634146,0.870409798,0.930271177,0.892011834,0.725809889,1.054387095,1.366895393,0.860014358,1.123867069,1.112903226,0.796285201,1.484229335,0.941344778,1.56226752,1.670009236,2.283050977,2.633180824,1.609664192,1.608396306,2.034300792,1.951628825,1.173584906,3.721626452,2.14418811,2.034365491,0.683746477,1.693274302,1.508668516,1.658436775,1.696475386,1.440237905,1.661601013,1.655836006,1.005222704,1.053339005,1.145816968,1.182189911,1.072322546,1.06609236,1.334464638,1.048728601,1.041666667,0.897132398
2.135,0.564259827,0.577922078,0.779978491,0.911513502,0.74973819,0.476246765,0.8482249,0.893536827,0.966793858,0.963598192,0.774323779,0.870254021,0.80429834,0.587280162,0.928848434,0.988749085,0.964734274,1.093354766,1.0613711,0.966071744,0.942180243,1.059440926,1.265389548,1.111177306,1.605430152,0.722553598,1.241403189,1.121923297,0.770979899,1.148305648,1.048827674,1.037331059,0.955502516,1.290989856,1.141197461,1.718046776,1.221774762,1.082189576,1.248118729,0.774512225,0.958405274,1.099113579,1.029128788,0.971512334,1.107687645,1.380317231,1.227364674,1.069727891,1.123972227,1.269784864,1.36898288,1.085999036,0.946284724,1.247702309,1.119587541,1.572380698,1.117971113,0.970171325,0.816031018,1.476360897,0.791028446,0.942228479,1.139330683,0.806084656,0.934148133,1.675516224,1.233250144,1.298926829,0.869284425,0.928507841,0.891025641,0.726662404,1.054973882,1.366335247,0.86109117,1.126888218,1.112428843,0.795349011,1.485472343,0.941176471,1.556762387,1.67014118,2.286358943,2.641137856,1.61077247,1.615281276,2.033936857,1.955454097,1.176469784,3.723413762,2.14742334,2.036871308,0.680638867,1.693013868,1.50537448,1.662938208,1.698077483,1.440523848,1.66373392,1.65932227,1.006306661,1.053679285,1.145816968,1.182178344,1.071696764,1.066727863,1.334300416,1.048052858,1.041523236,0.896766321
2.14,0.564984667,0.578643579,0.783503615,0.904144861,0.749624975,0.478642855,0.853204819,0.898374281,0.967929499,0.969078034,0.780379491,0.86857057,0.806954115,0.588987256,0.9308035,0.991412023,0.966109612,1.094355646,1.062961823,0.968974831,0.944711162,1.061194577,1.266271241,1.111910545,1.607813237,0.722894441,1.242778551,1.124212936,0.76959799,1.148172757,1.050305016,1.035822071,0.95628091,1.292647351,1.141114477,1.723514539,1.224511191,1.083042177,1.254285117,0.770066683,0.956364778,1.100574713,1.029892544,0.97157156,1.108394787,1.376952656,1.225260943,1.069160998,1.123332724,1.273050327,1.366767372,1.08310561,0.946388379,1.248150639,1.120806948,1.576646228,1.11821579,0.971438832,0.818009179,1.475984178,0.790663749,0.943636269,1.139330683,0.806349206,0.932945969,1.673830594,1.229602611,1.298926829,0.868270576,0.928781757,0.892504931,0.723785166,1.055560669,1.365775102,0.862167983,1.129909366,1.110373182,0.794412822,1.486793039,0.941933855,1.560184496,1.671460615,2.289666909,2.652078775,1.611880749,1.616120907,2.033845874,1.959279368,1.179354662,3.7256479,2.150658569,2.041882943,0.681939727,1.693730061,1.510402219,1.66743964,1.695528692,1.440809791,1.664600413,1.660716776,1.006503745,1.053253934,1.145816968,1.182166777,1.071070982,1.067363367,1.334245675,1.047377115,1.041021228,0.896400244
2.145,0.565096181,0.581323438,0.789060166,0.906824367,0.753247856,0.485767228,0.857863454,0.903616598,0.971200145,0.972849874,0.781792491,0.870314144,0.812332619,0.589900353,0.934296978,0.993742094,0.969638779,1.098359164,1.067528736,0.971499255,0.948468403,1.066795791,1.267794165,1.11058155,1.610056141,0.725212175,1.244054989,1.122037779,0.770979899,1.147973422,1.0510462,1.036281328,0.957837698,1.294304847,1.14078254,1.724051833,1.226534627,1.083853043,1.255957358,0.763213139,0.955266049,1.09989285,1.030364587,0.972711659,1.108293767,1.376952656,1.228902015,1.073696145,1.123058652,1.273530542,1.36958711,1.08117666,0.947232423,1.244339834,1.121341776,1.575046654,1.118593926,0.970826204,0.816031018,1.478621209,0.792851933,0.944444444,1.139993373,0.806018519,0.934415281,1.677623262,1.228834709,1.298731707,0.871018107,0.928679039,0.892504931,0.723252344,1.05566422,1.366895393,0.860552764,1.13141994,1.112903226,0.793588975,1.487647607,0.942522932,1.55601845,1.674891147,2.296684386,2.654266958,1.613266098,1.618052057,2.038304067,1.960883514,1.181583265,3.728775693,2.152119176,2.039735099,0.683529667,1.696659939,1.504680999,1.656561179,1.693489659,1.441038545,1.66373392,1.663854414,1.007686244,1.054019566,1.147584446,1.182276665,1.069193635,1.065951137,1.335340486,1.048027831,1.04224039,0.895454545
2.15,0.567382214,0.58106576,0.792794408,0.903935524,0.754493221,0.490463563,0.863293173,0.909127952,0.971745253,0.977511298,0.785695061,0.868660755,0.814988395,0.591448648,0.937277651,0.997004194,0.971507162,1.101786418,1.070812808,0.975765532,0.951808172,1.072056745,1.268275088,1.11181889,1.612299045,0.722621766,1.245331427,1.132112192,0.772361809,1.146843854,1.051787383,1.039036872,0.959394487,1.295962342,1.141819842,1.724589128,1.228558062,1.084663908,1.257107023,0.756359595,0.951812902,1.100087668,1.030836631,0.973851758,1.109000909,1.377853881,1.227364674,1.070011338,1.122784579,1.271417595,1.36858006,1.084954187,0.946336552,1.248374804,1.121812425,1.577179419,1.118972062,0.970572702,0.817692673,1.478621209,0.795040117,0.944809427,1.143472498,0.804497354,0.934081346,1.676359039,1.227874832,1.298536585,0.869497334,0.927754571,0.892011834,0.726395993,1.05576777,1.368435793,0.858937545,1.132930514,1.110847565,0.792765129,1.488657551,0.941344778,1.55601845,1.673439768,2.303701862,2.660632584,1.614651446,1.623173804,2.039759803,1.96248766,1.183811868,3.731456658,2.153579783,2.043135851,0.681433837,1.697245914,1.501907074,1.645682717,1.694654821,1.4412673,1.664867027,1.665597546,1.008770201,1.053764356,1.149351925,1.182386554,1.067316288,1.064538907,1.335012043,1.048678546,1.04130809,0.894508847
2.155,0.568553108,0.5854463,0.797454741,0.905379946,0.756276358,0.497012875,0.868433735,0.914654979,0.975697284,0.980180052,0.791279774,0.869141741,0.820344581,0.594346739,0.941508285,0.999334265,0.975503425,1.104000485,1.074969212,0.977835559,0.954443459,1.076532482,1.271641552,1.109069245,1.612213568,0.726371042,1.246148348,1.122610189,0.772550251,1.150830565,1.052345155,1.038183965,0.959798736,1.297520387,1.142068794,1.7238622,1.231023949,1.085248208,1.253658027,0.758397135,0.955893894,1.100818235,1.031648121,0.974014629,1.109607031,1.379235761,1.227526499,1.073412698,1.123401242,1.270649251,1.370996979,1.084150458,0.948979743,1.247702309,1.12198357,1.579578779,1.118916454,0.970424826,0.816901408,1.480881522,0.795769511,0.945721883,1.142478463,0.803306878,0.934482068,1.676359039,1.224995201,1.301658537,0.86521889,0.928114086,0.891765286,0.72730179,1.055715995,1.373056995,0.858444006,1.136706949,1.109898798,0.792502996,1.490133623,0.942018009,1.556762387,1.668425914,2.307334889,2.661428287,1.615593483,1.626532326,2.038849968,1.968904245,1.187134263,3.734137623,2.154691803,2.040630034,0.681000217,1.696269288,1.519417476,1.641488201,1.699242645,1.44040947,1.666666667,1.664133315,1.010149783,1.053934496,1.149842891,1.182111832,1.06973002,1.065809914,1.3346836,1.04925418,1.04051922,0.893288591
2.16,0.570337329,0.588589981,0.804027006,0.907766381,0.756248054,0.504360883,0.876658635,0.919918192,0.978559099,0.984877059,0.795989773,0.870434391,0.824495626,0.60010322,0.944424858,1.002463218,0.978721196,1.109004883,1.076405993,0.981319264,0.957104837,1.082002827,1.268595704,1.11163558,1.612128092,0.726814138,1.246965268,1.122610189,0.772298995,1.149435216,1.052902928,1.038774439,0.960202985,1.299078433,1.145844571,1.723135272,1.233489835,1.085832509,1.255957358,0.760434675,0.955423011,1.101353984,1.032459611,0.9741775,1.106677442,1.377493391,1.231895784,1.072420635,1.124017906,1.26776796,1.373413897,1.084150458,0.948772434,1.246581484,1.122582577,1.582777926,1.118860846,0.968903817,0.814844121,1.482200038,0.796498906,0.947312164,1.141650099,0.803042328,0.93528351,1.676780447,1.230562488,1.298146341,0.858132084,0.926008354,0.891518738,0.727141944,1.05566422,1.374737432,0.857950467,1.140483384,1.110215054,0.792240863,1.491998135,0.942354624,1.557357536,1.674363372,2.310967915,2.668788542,1.61653552,1.626448363,2.039395869,1.975320829,1.190456658,3.738159071,2.155803824,2.042240916,0.679988437,1.698678299,1.504160888,1.637293684,1.698587241,1.439551641,1.668333,1.660647051,1.009459992,1.054189707,1.150333857,1.18183711,1.072143751,1.067080921,1.334957302,1.049829813,1.039945496,0.892068334
2.165,0.571563981,0.590290662,0.80823923,0.907284907,0.757295293,0.5078432,0.882248996,0.925698584,0.978967929,0.989858734,0.799354057,0.87061476,0.827374576,0.599031323,0.948078587,1.006391053,0.981030725,1.111309939,1.07933087,0.983111605,0.960862078,1.08537926,1.267553703,1.111956372,1.613054657,0.726882307,1.24702909,1.122266743,0.775062814,1.15076412,1.052616504,1.039758562,0.960977078,1.301929324,1.145595618,1.729930468,1.235893722,1.086559903,1.255852843,0.757224006,0.957620468,1.101451393,1.033881045,0.974666114,1.108293767,1.380797885,1.230763007,1.075396825,1.125228394,1.266423358,1.376032226,1.084713069,0.948572529,1.247253979,1.122475612,1.582777926,1.118256569,0.969600946,0.81397373,1.482765116,0.797592998,0.94809427,1.143638171,0.802248677,0.935016363,1.677201854,1.227490881,1.30497561,0.854918182,0.925083887,0.890039448,0.725650043,1.054916354,1.373757177,0.858174803,1.139728097,1.110847565,0.792615339,1.493551896,0.941344778,1.557655111,1.670932841,2.316656469,2.66839069,1.617810041,1.628127624,2.042580293,1.983588351,1.191974296,3.743967828,2.156201385,2.044567747,0.682228807,1.700371118,1.510055479,1.640533352,1.697786193,1.44000915,1.67153236,1.656463534,1.010839574,1.054615057,1.148419089,1.180934865,1.070936885,1.067363367,1.335887891,1.050893483,1.04051922,0.892892007
2.17,0.573180931,0.595289631,0.814273765,0.908603726,0.759842631,0.515989904,0.890184739,0.930543874,0.982874534,0.994733658,0.804535056,0.870524575,0.833891269,0.604073207,0.952886125,1.009786299,0.984300394,1.115920051,1.081691297,0.988034231,0.9637061,1.0909543,1.270278936,1.113514504,1.613981223,0.728313848,1.247092912,1.122037779,0.774560302,1.152425249,1.052330081,1.03982417,0.961751172,1.304780216,1.149122443,1.736725664,1.238297609,1.087287297,1.256166388,0.754013337,0.955736933,1.102084551,1.035302479,0.975154728,1.1124356,1.381578947,1.230763007,1.073979592,1.126438882,1.266519401,1.378046324,1.08310561,0.94903157,1.242770679,1.123267157,1.588109837,1.117652293,0.969558696,0.81262858,1.487097382,0.79868709,0.948302831,1.145294897,0.801785714,0.935951379,1.679308892,1.230946439,1.303414634,0.856803942,0.924433336,0.890532544,0.727568201,1.054168488,1.376837978,0.858399139,1.13897281,1.11258697,0.792989814,1.495027968,0.942186317,1.561226008,1.678453622,2.322345023,2.676148796,1.619084562,1.632325777,2.036484396,1.991855874,1.193491933,3.747095621,2.156598947,2.045641668,0.680422057,1.699980467,1.508841886,1.643773019,1.696912322,1.440466659,1.671599014,1.659601171,1.010642491,1.054189707,1.146504321,1.18003262,1.06973002,1.067645813,1.337365886,1.051957153,1.040304073,0.89371568
2.175,0.574853638,0.597041847,0.819591325,0.909566674,0.761937109,0.521740519,0.8962249,0.935365656,0.985872627,0.999572999,0.810321626,0.871516609,0.836837172,0.607050697,0.954905291,1.012582385,0.988192859,1.119559613,1.084051724,0.992426729,0.966158743,1.096581689,1.271641552,1.114706017,1.615769391,0.727563993,1.247638589,1.12558672,0.773743719,1.152358804,1.052850165,1.041333158,0.961729669,1.308260956,1.148541554,1.735903919,1.239551688,1.086858015,1.262646321,0.751975796,0.955109088,1.103837912,1.035047894,0.977938346,1.112233559,1.382059601,1.23116757,1.082199546,1.128654303,1.269688821,1.379657603,1.084311204,0.947876562,1.238735709,1.12328855,1.584110904,1.117696779,0.968227813,0.814052856,1.487285741,0.79868709,0.948719954,1.14546057,0.800198413,0.93615174,1.678044669,1.230178537,1.305365854,0.864367257,0.924775731,0.890779093,0.730072464,1.05466323,1.379358633,0.857995334,1.145015106,1.112428843,0.792165968,1.496970168,0.939998317,1.563309031,1.669877293,2.320222571,2.684901532,1.619361631,1.631066331,2.043672095,1.990128332,1.196171725,3.746201966,2.156754514,2.048863433,0.683746477,1.703821863,1.508668516,1.64302278,1.696329741,1.440752602,1.674265147,1.661344303,1.010839574,1.054104636,1.144785939,1.179928514,1.070400501,1.070187827,1.339227064,1.051907098,1.041666667,0.893532642
2.18,0.578199052,0.59894867,0.824430902,0.908687461,0.761540856,0.528098144,0.901236948,0.939411669,0.986781139,1.003522756,0.815771767,0.871396363,0.841903232,0.605661201,0.959264126,1.01517875,0.990891634,1.121864669,1.088721264,0.996869714,0.971664144,1.100298382,1.269477397,1.113331195,1.61755756,0.728518354,1.248184267,1.123983973,0.774183417,1.150232558,1.05337025,1.042054848,0.961708167,1.311741696,1.148375586,1.735082174,1.240805767,1.086428733,1.263586957,0.749938256,0.957149584,1.103740503,1.034793309,0.980721964,1.114051924,1.381578947,1.231733959,1.079790249,1.130869724,1.272185939,1.379053374,1.082301881,0.9483282,1.238735709,1.121213418,1.589709411,1.117741266,0.967551809,0.814131983,1.486909022,0.79868709,0.950466656,1.144797879,0.800330688,0.93508315,1.678887484,1.229794586,1.306341463,0.86360687,0.924347737,0.890532544,0.728580563,1.055157972,1.380899034,0.857591529,1.151057402,1.11258697,0.791342121,1.49844624,0.939830009,1.563011457,1.669085631,2.318100119,2.690073603,1.619638701,1.633501259,2.046310618,1.98840079,1.198851518,3.750670241,2.156910082,2.053159119,0.682084267,1.705775116,1.507975035,1.642272541,1.695018934,1.441038545,1.676398054,1.662738809,1.010741033,1.054615057,1.143067557,1.179824409,1.071070982,1.07272984,1.340705058,1.051857043,1.04302926,0.893349603
2.185,0.579091163,0.601937745,0.827478043,0.909671342,0.764682573,0.532922271,0.90702008,0.946594714,0.991187426,1.007508095,0.821625622,0.872208026,0.845540975,0.610266386,0.962180699,1.020304906,0.994861947,1.126080495,1.08964491,1.000075733,0.974508167,1.105349945,1.275008015,1.112185509,1.618914927,0.728518354,1.249275621,1.125472238,0.777575377,1.151694352,1.054558657,1.040283427,0.962434955,1.312272094,1.150159744,1.737831858,1.243987465,1.087054769,1.265990803,0.752531489,0.958091351,1.107198519,1.034968336,0.982350677,1.116375391,1.38344148,1.232381261,1.078656463,1.132125891,1.271513638,1.380261833,1.08503456,0.948409643,1.23694239,1.122646757,1.59397494,1.11722967,0.966939181,0.815002374,1.489357694,0.799416484,0.951874446,1.14612326,0.799404762,0.934882789,1.680151707,1.229602611,1.305170732,0.860534907,0.92409094,0.890779093,0.73119139,1.055359321,1.38453998,0.859565686,1.148036254,1.112903226,0.791754044,1.500077688,0.939240932,1.559142985,1.679641114,2.321379403,2.693853193,1.620580738,1.638371117,2.04558275,1.989634748,1.202050861,3.760500447,2.157091577,2.054948989,0.684035557,1.70681685,1.507454924,1.649706725,1.700990387,1.442353883,1.67713124,1.660298424,1.012219156,1.054529987,1.144785939,1.17917086,1.07147327,1.074989408,1.341471425,1.053596456,1.043459552,0.893532642
2.19,0.581209925,0.60466914,0.836888331,0.908478124,0.767428038,0.541164819,0.916080321,0.949718686,0.99677478,1.015905775,0.827748621,0.87578536,0.850495447,0.614037874,0.968302298,1.026496239,0.998157567,1.131691486,1.098316913,1.003079797,0.97896989,1.11142229,1.273084322,1.117043215,1.620272294,0.730631583,1.250366976,1.11917573,0.775125628,1.153289037,1.055747063,1.046581813,0.963161743,1.312802493,1.155512219,1.740581542,1.247169163,1.087680805,1.267454013,0.755124722,0.955736933,1.108854471,1.035143363,0.983979389,1.117991716,1.384162461,1.234565903,1.078798186,1.133382057,1.276796005,1.383081571,1.083185983,0.949646094,1.235373235,1.12061441,1.601439616,1.116718073,0.967171557,0.816110144,1.493124882,0.800145879,0.952004797,1.147779987,0.799537037,0.936218527,1.683522967,1.235361874,1.303414634,0.855374415,0.923149353,0.891765286,0.730605286,1.055560669,1.386220417,0.861539842,1.145015106,1.113219481,0.792165968,1.50155376,0.939493394,1.565540842,1.678453622,2.324658687,2.696439228,1.621522775,1.641981528,2.050040943,1.990868707,1.205250205,3.762734584,2.157273073,2.053875067,0.684830527,1.706881958,1.513696255,1.657140908,1.704194582,1.443669221,1.678064387,1.663924139,1.01241624,1.054359847,1.146504321,1.17851731,1.071875559,1.077248976,1.342128312,1.055335869,1.043531268,0.89371568
2.195,0.582603847,0.61038961,0.841100556,0.911639104,0.769862161,0.548353088,0.92237751,0.955214368,0.997774144,1.019392947,0.833198762,0.877108072,0.855717729,0.617729961,0.970289414,1.02556421,1.001141789,1.135058081,1.100472085,1.006689723,0.982883682,1.116028896,1.277172171,1.119701205,1.621615985,0.731960871,1.250501002,1.129593589,0.78040201,1.150963455,1.055887762,1.045007217,0.963518686,1.314459988,1.153935521,1.743647282,1.250291679,1.088306841,1.268917224,0.756297851,0.956521739,1.110997467,1.035376733,0.984571649,1.118395798,1.385844749,1.235132292,1.08149093,1.134090079,1.277756435,1.385498489,1.083989712,0.948135699,1.23649406,1.122646757,1.606238336,1.116351059,0.964868919,0.8150815,1.494443398,0.799781182,0.952760832,1.149105368,0.799338624,0.936418887,1.683522967,1.229026685,1.303414634,0.854634305,0.922978155,0.891272189,0.727568201,1.055157972,1.390981655,0.859475951,1.145770393,1.112903226,0.792091072,1.50310752,0.942354624,1.562862669,1.672516163,2.329152166,2.707181221,1.622243156,1.646767422,2.052224547,1.997778875,1.208148756,3.76541555,2.158750965,2.055664936,0.684975067,1.706881958,1.509882108,1.655742736,1.708636761,1.443955164,1.680130641,1.668037931,1.013007489,1.054785198,1.146209741,1.178361153,1.071249777,1.078731818,1.341471425,1.05507308,1.043244406,0.894325808
2.2,0.585280178,0.610853432,0.846059628,0.909210802,0.771673601,0.554423181,0.929895582,0.960571614,1.001317344,1.025975874,0.840667474,0.876837517,0.860382075,0.616856564,0.975289254,1.031222955,1.00433361,1.137181159,1.103910099,1.010829778,0.985753796,1.120949589,1.276450786,1.119197104,1.622959676,0.731688197,1.250635028,1.131768746,0.77638191,1.152358804,1.056028461,1.044416743,0.963875629,1.316117483,1.157669806,1.746713021,1.253414196,1.088932877,1.265050167,0.75747098,0.955423011,1.110023378,1.035610103,0.985163908,1.11910294,1.382960827,1.23505138,1.079081633,1.1347981,1.272089896,1.38449144,1.087686867,0.948964935,1.23739072,1.123801985,1.60303919,1.115984044,0.964721043,0.814527615,1.49387832,0.799416484,0.951665885,1.148277005,0.79973545,0.934548855,1.683944374,1.232674218,1.302634146,0.855080398,0.923594467,0.890532544,0.732736573,1.054755275,1.390701582,0.85741206,1.14652568,1.112745098,0.792016177,1.505282784,0.937978625,1.559589347,1.676606412,2.333645646,2.71434255,1.622963538,1.651217464,2.050768811,2.004689042,1.211047307,3.772117962,2.160228857,2.063540362,0.680060707,1.709486295,1.515083218,1.654344564,1.708199825,1.444241107,1.682930081,1.67159392,1.01369728,1.054189707,1.145915161,1.178204995,1.070623994,1.080214659,1.341854609,1.054810291,1.043172691,0.894935937
2.205,0.586618344,0.613739435,0.851556432,0.914632615,0.773683168,0.563240791,0.935004016,0.966106476,1.002589261,1.029320713,0.845848473,0.878220352,0.86600607,0.622851245,0.979776289,1.034618201,1.006461491,1.140760062,1.105962644,1.014464948,0.989302301,1.127021934,1.274527092,1.120526099,1.623366544,0.733324244,1.251011577,1.129822553,0.77870603,1.154219269,1.055573701,1.047172287,0.964193867,1.318636876,1.157213394,1.749336283,1.253481831,1.086774544,1.267349498,0.759076315,0.957306545,1.11211767,1.035901815,0.986259587,1.120820285,1.3876472,1.238045149,1.08276644,1.13516353,1.269208605,1.386706949,1.086963511,0.946055203,1.238735709,1.122475612,1.602239403,1.114642031,0.962988783,0.813024213,1.498398945,0.799781182,0.948824235,1.151259112,0.798214286,0.935884592,1.685208597,1.231138414,1.303219512,0.856023278,0.920238992,0.889792899,0.734601449,1.054082196,1.393222238,0.857367193,1.148036254,1.11401012,0.792877472,1.507302672,0.936379702,1.566731141,1.681620267,2.334936326,2.715337179,1.623905575,1.650881612,2.051678646,2.000616979,1.214205633,3.781054513,2.161188191,2.060855558,0.686926357,1.714760076,1.510228849,1.648342654,1.706160792,1.444870182,1.681663667,1.666643425,1.013992905,1.053679285,1.147289866,1.17960174,1.073708207,1.080991385,1.343332603,1.054422365,1.043172691,0.893959732
2.21,0.589071648,0.617501546,0.857590966,0.915218757,0.774560584,0.572441775,0.942168675,0.97089169,1.008040338,1.037931893,0.851567757,0.878671276,0.870625781,0.624439239,0.982660812,1.03748086,1.009341914,1.146401383,1.111247947,1.016989372,0.993268277,1.129770193,1.279496634,1.1210302,1.623773412,0.733733256,1.251388127,1.127990841,0.778015075,1.157076412,1.055118941,1.047959585,0.964512106,1.321156269,1.157586822,1.751959545,1.253549467,1.08461621,1.269021739,0.76068165,0.958562235,1.114601598,1.036193527,0.987355267,1.122032529,1.385844749,1.235698681,1.089143991,1.13552896,1.277084134,1.38529708,1.085757917,0.947217615,1.23694239,1.123138799,1.604105572,1.113300018,0.961763525,0.815714512,1.498398945,0.800145879,0.947781428,1.152584493,0.798677249,0.935817805,1.685630004,1.230370513,1.301073171,0.857402113,0.918047661,0.888313609,0.734814578,1.053409117,1.39392242,0.857322326,1.149546828,1.114642631,0.793738766,1.508545681,0.936127241,1.57134355,1.687293838,2.336227007,2.730057688,1.624847612,1.655751469,2.054135202,1.996544916,1.21736396,3.776586238,2.162147524,2.066941113,0.688516297,1.717950387,1.516816921,1.642340745,1.715482086,1.445499257,1.687595814,1.666434249,1.013598739,1.054104636,1.148664572,1.180998485,1.076792419,1.081768112,1.344263192,1.054034438,1.043316122,0.892983527
2.215,0.591301924,0.622191301,0.864730836,0.918651874,0.77671167,0.576499153,0.947598394,0.97719971,1.009448533,1.04398107,0.858229041,0.881106268,0.874754508,0.626225733,0.989872119,1.039677784,1.012741333,1.149282703,1.115917488,1.020523565,0.996164484,1.137674711,1.281500481,1.121671784,1.623568268,0.735267051,1.251793396,1.12032055,0.779522613,1.152425249,1.056056099,1.047041071,0.964946459,1.323344162,1.160200822,1.750474083,1.254637275,1.084025948,1.27006689,0.762533959,0.958876158,1.114065848,1.035233529,0.98818443,1.12253763,1.384643115,1.236912372,1.090277778,1.135825872,1.284191318,1.38489426,1.087686867,0.94688444,1.23783905,1.12294626,1.605171954,1.113529865,0.963263409,0.815793638,1.49990582,0.801969365,0.948746024,1.155235255,0.798544974,0.936084953,1.687737042,1.234210021,1.304195122,0.857706268,0.917790865,0.88683432,0.735187553,1.053179005,1.399523876,0.858892678,1.151057402,1.115907653,0.793177052,1.509866377,0.936463856,1.563904181,1.678717509,2.341600061,2.73284265,1.625623407,1.66263644,2.057410609,2.003331688,1.219250752,3.784182306,2.163674391,2.069804904,0.688660837,1.716973761,1.516990291,1.639646706,1.718904748,1.446528651,1.689595414,1.666015897,1.013598739,1.054104636,1.150088374,1.182372095,1.078088682,1.082050558,1.344208452,1.053784163,1.043459552,0.89533252
